filename,bilabilal,linguaalveolar,linguadental,labiodental,linguavelar,glottal,linguapalatal
JC_Decius,16.49,52.12,5.19,5.5,5.66,4.24,10.84
TN_ATTENDANTS.ORSINO.Curio,8.7,52.18,10.15,4.35,4.35,8.7,11.6
1H4_Northumberland,16.03,47.8,6.36,4.7,7.46,3.87,13.82
AWW_ATTENDANTS.KING.0.2,7.7,53.85,5.77,5.77,7.7,1.93,17.31
Cym_ATTENDANTS.3,15.39,52.31,7.7,3.08,6.16,0.0,15.39
R3_Hastings,15.77,50.0,7.21,4.98,7.35,3.82,10.89
Ant_Pompey,15.66,49.53,7.27,6.91,6.43,4.47,9.77
JC_SOLDIERS.BRUTUS.Clitus,12.83,49.58,5.99,10.26,5.13,3.42,12.83
Ado_DonJohn,17.68,47.65,6.15,6.15,6.77,4.1,11.54
Ant_Canidius,16.13,52.26,4.84,6.13,5.81,5.17,9.68
R3_MESSENGERS.X.3,16.67,50.0,8.34,0.0,8.34,8.34,8.34
2H6_SOLDIERS.1,0.0,50.0,0.0,0.0,50.0,0.0,0.0
H8_Epilogue,16.67,50.0,7.88,5.56,6.95,2.78,10.19
Per_LORDS.TYRE.0.1,13.41,50.2,4.99,9.58,6.14,5.37,10.35
Shr_Baptista,16.87,48.49,6.49,5.17,7.36,3.42,12.23
Ado_Conrade,14.6,46.89,9.1,5.99,3.59,2.64,17.23
H5_Burgundy,13.31,51.91,6.24,7.17,7.63,3.07,10.7
Rom_LadyCapulet,15.81,48.74,6.94,7.24,5.98,3.62,11.71
Wiv_Shallow,16.31,49.35,4.77,5.96,7.5,4.83,11.31
Cor_CITIZENS.ROMAN.2,17.06,49.77,3.23,7.38,5.53,4.61,12.45
R2_RichardII,15.79,49.38,7.03,6.42,7.7,3.28,10.42
TNK_QUEENS.3,14.8,50.16,6.55,6.7,6.08,3.28,12.47
Lr_ATTENDANTS.CORDELIA.1,15.04,50.33,5.89,4.91,6.54,5.56,11.77
1H6_Gloucester,13.85,51.34,6.22,5.84,6.77,3.37,12.64
Err_Luciana,15.58,51.16,6.39,5.83,5.13,4.5,11.44
Lr_France,13.85,52.07,5.79,8.68,6.0,1.86,11.78
Cor_Menenius,16.43,47.91,6.22,6.12,6.89,4.12,12.35
TNK_COUNTRYMEN.0.5,0.0,66.67,0.0,0.0,0.0,0.0,33.34
R3_CITIZENS.3,14.41,55.92,6.46,5.81,7.96,1.94,7.53
H8_GENTLEMEN.2,12.97,48.95,7.68,6.85,8.5,5.03,10.05
R3_RichardIII,16.01,50.06,6.62,6.19,7.06,3.44,10.66
Cor_SERVANTS.3,16.89,50.51,5.78,5.78,4.19,6.07,10.83
1H4_Archbishop,15.89,49.61,7.46,5.89,6.67,3.34,11.18
2H6_PRENTICES.1,11.12,44.45,5.56,5.56,11.12,5.56,16.67
Ham_Horatio,15.79,51.24,6.82,5.95,6.18,3.44,10.61
Lr_Fool,15.11,50.61,8.5,5.64,6.95,4.05,9.18
R2_AbbotOfWestminster,16.18,47.8,1.48,8.09,4.42,4.42,17.65
Ado_Borachio,15.55,50.45,7.0,5.12,6.0,4.49,11.43
3H6_Somerset,18.15,46.47,5.27,6.72,6.9,5.09,11.44
Jn_EXECUTIONERS.0.1,27.28,48.49,3.04,3.04,0.0,3.04,15.16
MV_Portia,15.3,49.04,7.33,7.06,6.17,3.5,11.64
Rom_PrinceEscalus,14.47,50.09,7.5,6.25,5.0,3.22,13.49
1H4_TRAVELERS.GENTLEMEN,20.0,60.0,5.0,10.0,0.0,0.0,5.0
MND_Egeus,14.98,49.38,7.14,7.31,5.53,5.35,10.34
AWW_SOLDIERS.0.1,18.52,22.23,0.0,0.0,37.04,0.0,22.23
Per_Antiochus,11.94,52.68,6.28,6.59,5.66,4.22,12.66
Tim_Jeweler,16.42,46.27,7.47,6.72,5.23,2.99,14.93
Mac_Macduff,14.3,52.39,7.2,5.32,7.37,3.49,9.96
Lr_OldMan,18.56,45.37,5.16,4.13,5.16,6.19,15.47
R3_ATTENDANTS.0.1,18.52,62.97,1.24,0.0,4.94,7.41,4.94
Rom_SERVANTS.CAPULET.0.2,13.24,57.36,5.89,7.36,4.42,4.42,7.36
Rom_SERVANTS.CAPULET.Peter,18.59,46.83,5.65,4.95,5.89,4.24,13.89
Ant_Seleucus,26.0,48.0,6.0,4.0,2.0,6.0,8.0
Cor_OFFICERS.2,11.92,49.31,10.81,7.21,4.71,6.38,9.7
Cor_SENATORS.VOLSCIAN.0.1,16.1,43.91,8.3,5.86,5.37,2.93,17.57
Rom_SERVANTS.CAPULET.Gregory,14.29,47.76,9.8,8.17,6.54,2.05,11.43
JC_SOLDIERS.ANTONY.0.2,15.39,61.54,0.0,0.0,0.0,7.7,15.39
1H4_TRAVELERS.CARRIERS.1,15.1,47.17,9.06,6.8,10.95,3.78,7.17
Ant_Maecenas,16.77,52.61,4.63,5.98,6.75,3.67,9.64
WT_Paulina,14.48,50.65,5.72,5.9,7.13,3.5,12.65
2H4_Silence,19.09,49.46,4.56,4.13,8.46,2.39,11.94
H5_Scroop,18.92,52.44,4.33,6.49,3.79,3.25,10.82
2H4_DRAWERS.X,23.53,58.83,5.89,0.0,5.89,0.0,5.89
AWW_GENTLEMEN.2,18.92,50.0,5.41,7.44,6.76,3.38,8.11
LLL_Marcade,17.4,39.14,6.53,10.87,10.87,2.18,13.05
3H6_Montague,14.92,51.62,6.86,6.86,6.46,3.23,10.09
Shr_Widow,19.12,46.33,4.42,4.42,8.83,5.15,11.77
R2_HERALDS.2,12.04,54.63,2.78,10.19,7.41,5.56,7.41
1H4_HenryIV,14.12,53.97,6.05,6.4,5.29,3.63,10.57
2H6_MURDERERS.0.2,20.84,54.17,4.17,8.34,0.0,8.34,4.17
H5_Katherine,13.38,68.07,0.0,3.4,6.59,1.4,7.19
AWW_Helen,16.65,49.43,5.71,6.85,6.18,3.92,11.3
2H6_HenryVI,15.56,49.69,6.44,6.03,8.26,3.89,10.16
Shr_Bianca,18.11,50.95,4.0,6.0,5.69,2.85,12.43
WT_LADIES.Emilia,14.88,52.6,4.85,6.23,7.27,2.08,12.12
WT_ATTENDANTS.3,15.14,50.4,7.97,6.92,6.57,4.73,8.32
R2_HenryIV,14.97,49.92,6.11,6.84,7.54,3.0,11.65
Tro_Thersites,14.88,49.96,7.43,6.06,7.83,4.37,9.51
Rom_Juliet,17.21,49.73,7.4,6.18,6.0,3.22,10.31
3H6_PrinceEdward,13.79,48.39,6.9,6.9,7.34,3.96,12.76
WT_ATTENDANTS.1,17.03,49.65,8.88,6.24,7.2,3.36,7.68
AYL_LORDS.FREDERICK.0.1,10.53,52.64,10.53,7.02,3.51,8.78,7.02
R2_SERVANTS.YORK.1,16.18,41.18,4.42,5.89,8.83,1.48,22.06
H8_Gardiner,15.19,51.93,5.51,6.22,5.67,3.55,11.96
2H6_Stafford,14.29,47.35,8.98,6.94,7.76,2.05,12.66
Cor_OFFICERS.1,16.08,42.42,9.83,8.04,7.15,7.15,9.38
R3_MESSENGERS.X.1,16.41,52.35,4.69,4.69,7.82,2.35,11.72
Cym_Belarius,15.09,49.91,7.2,6.52,6.3,4.11,10.9
1H4_Chamberlain,13.82,48.0,8.37,6.91,7.64,5.1,10.19
1H6_Talbot,14.89,50.37,6.59,7.11,6.14,3.35,11.59
Ham_SOLDIERS.FORTINBRAS.Captain,15.18,50.35,4.83,7.59,6.21,0.69,15.18
2H6_MURDERERS.0.1,14.76,50.82,1.64,4.92,9.84,8.2,9.84
Tim_FRIENDS.0,18.19,72.73,0.0,0.0,0.0,9.1,0.0
LLL_Spring,14.13,47.46,5.09,5.65,13.56,1.7,12.43
2H4_MistressQuickly,16.98,48.82,6.34,5.06,7.21,3.69,11.93
1H6_Mortimer,16.03,48.3,8.2,6.53,7.69,2.98,10.3
MM_Duke,14.54,49.05,6.67,6.86,6.19,4.25,12.48
AWW_Servant,9.68,41.94,9.68,9.68,11.3,11.3,6.46
Jn_Dauphin,15.46,50.22,7.14,6.62,6.41,3.21,10.98
Ant_Proculeius,13.66,50.98,5.13,7.32,6.1,3.66,13.18
H8_Norfolk,14.02,51.39,6.39,5.78,8.04,3.92,10.5
JC_Lepidus,6.67,60.0,0.0,4.45,6.67,4.45,17.78
Mac_Banquo,14.53,50.87,7.09,5.37,6.68,3.1,12.39
Mac_Siward,16.25,53.25,6.75,5.0,4.75,4.5,9.5
R3_Oxford,9.38,62.5,6.25,6.25,9.38,3.13,3.13
H5_Constable,14.59,50.56,5.7,7.08,6.03,3.76,12.33
Err_Adriana,17.6,49.07,6.48,5.3,6.15,5.75,9.68
Per_LORDS.TYRE.0.2,11.35,56.03,5.68,6.39,9.22,2.84,8.52
2H4_DollTearsheet,16.28,45.15,7.74,5.94,9.18,3.15,12.59
JC_PLEBEIANS.0.1,19.49,51.41,4.93,4.23,3.53,6.81,9.63
R2_Bagot,13.14,48.06,8.96,6.87,7.17,3.89,11.95
Cym_ATTENDANTS.1,14.43,49.22,8.99,4.18,7.01,7.01,9.2
1H6_MESSENGERS.ENGLISH.X.1,14.76,47.55,9.84,6.56,4.92,4.92,11.48
2H6_Clerk,23.34,40.0,6.67,3.34,13.34,3.34,10.0
TNK_Emilia,16.09,51.13,6.42,6.05,6.12,3.36,10.86
2H4_Colevile,15.69,50.0,8.83,6.87,1.97,3.93,12.75
Tmp_Trinculo,15.75,51.85,6.18,5.75,7.45,3.05,10.0
H8_GENTLEMEN.1,13.32,51.76,6.16,6.38,7.45,4.44,10.53
Ado_Beatrice,15.54,50.39,5.72,6.03,7.24,4.75,10.37
Err_Courtesan,15.74,50.1,4.8,5.19,5.57,6.72,11.91
Ham_ATTENDANTS.GUARDS,18.19,54.55,0.0,0.0,0.0,18.19,9.1
Err_Abbess,16.67,48.1,7.15,7.62,5.81,5.24,9.43
Per_PIRATES.0.2,33.34,33.34,0.0,0.0,0.0,0.0,33.34
TGV_Lance,15.95,48.49,8.77,6.27,7.05,4.42,9.09
Oth_MUSICIANS.0.1,21.22,48.49,3.04,3.04,3.04,12.13,9.1
Ado_Balthasar,15.7,54.77,5.85,5.85,7.7,2.77,7.39
AWW_Page,15.39,38.47,0.0,7.7,7.7,0.0,30.77
Tmp_SPIRITS.Iris,14.63,51.37,5.45,5.79,6.64,3.92,12.25
AWW_Steward,17.01,49.28,5.19,8.51,5.34,4.62,10.09
R3_LadyAnne,16.27,49.49,9.25,6.52,5.58,3.88,9.03
R3_Catesby,13.54,49.49,5.81,5.58,7.4,4.56,13.66
H5_Gower,13.01,50.72,6.2,6.2,10.37,3.87,9.66
2H6_Beadle,30.77,23.08,7.7,7.7,15.39,0.0,15.39
H5_SOLDIERS.ENGLISH.Court,18.52,48.15,11.12,0.0,7.41,0.0,14.82
Ham_Osric,12.49,49.49,5.14,6.32,8.82,5.0,12.78
2H4_Wart,0.0,40.0,0.0,0.0,0.0,20.0,40.0
H8_Guilford,17.69,44.9,4.09,5.45,10.89,6.13,10.89
R3_ATTENDANTS.RICHMOND,22.23,44.45,0.0,0.0,11.12,0.0,22.23
LLL_Forester,19.52,43.91,6.1,6.1,4.88,3.66,15.86
Cor_Aufidius,15.77,49.98,6.78,6.12,5.18,4.66,11.54
Oth_Sailor,21.74,41.31,4.35,2.18,4.35,8.7,17.4
Per_KNIGHTS.0.2,18.75,41.67,6.25,0.0,14.59,4.17,14.59
Oth_MESSENGERS.X.2,16.13,51.62,9.68,3.23,9.68,0.0,9.68
R3_HenryVII,15.26,51.88,5.93,6.63,6.5,2.4,11.43
Cym_MESSENGERS.2,11.12,27.78,5.56,5.56,22.23,5.56,22.23
Mac_Menteith,16.22,47.98,9.46,4.06,10.14,2.71,9.46
AWW_Countess,15.12,49.76,6.58,6.73,5.72,4.52,11.6
2H4_Morton,14.24,50.46,7.01,6.85,5.26,3.58,12.64
TN_Olivia,16.35,47.96,6.77,6.84,6.34,4.52,11.26
MND_FAIRIES.TITANIA.0.2,21.1,58.6,3.13,3.91,4.69,2.35,6.25
Lr_ATTENDANTS.X.3,16.04,49.37,10.55,5.49,6.33,3.38,8.87
Cor_Gentlewoman,17.65,47.06,5.89,11.77,5.89,0.0,11.77
Jn_Arthur,16.82,49.28,4.94,6.23,6.96,3.7,12.11
TGV_Host,17.32,43.11,3.89,4.25,8.84,6.72,15.91
H8_SERVANTS.X.1,14.76,49.19,6.56,9.84,3.28,1.64,14.76
AYL_Corin,13.65,49.72,6.68,6.59,7.16,3.34,12.89
Jn_Hubert,15.77,49.67,6.96,5.93,6.34,3.87,11.49
Cym_LADIES.IMOGEN,21.14,45.53,5.7,1.63,7.32,3.26,15.45
Tim_SERVANTS.TIMON.3,18.52,51.86,3.71,1.86,1.86,5.56,16.67
LLL_Costard,17.21,48.9,7.66,6.14,6.1,2.88,11.15
Mac_SOLDIERS.MALCOLM,0.0,54.55,0.0,9.1,27.28,9.1,0.0
Ham_PLAYERS.Queen,15.89,52.55,3.93,8.04,6.48,2.16,10.99
1H6_Bedford,14.55,50.99,6.3,8.01,5.56,3.19,11.44
Shr_SERVANTS.LORD,50.0,50.0,0.0,0.0,0.0,0.0,0.0
Oth_GENTLEMEN.2,10.17,53.68,9.04,6.78,9.04,0.57,10.74
Ado_Hero,16.51,50.48,6.53,6.08,7.59,3.35,9.49
1H6_Watchman,17.65,41.18,5.89,0.0,23.53,0.0,11.77
Mac_Doctor1,5.13,51.29,7.7,6.42,8.98,7.7,12.83
Tim_FRIENDS.0.3,14.9,54.26,2.13,6.39,3.2,5.32,13.83
Cor_LORDS.VOLSCIAN.0.3,21.28,46.81,0.0,2.13,4.26,12.77,12.77
1H6_SOLDIERS.FRENCH.Scout,12.66,63.3,2.54,3.8,7.6,2.54,7.6
MM_Isabella,16.31,50.4,6.69,6.11,5.78,3.87,10.88
Cym_MESSENGERS.1,22.73,45.46,4.55,4.55,4.55,0.0,18.19
WT_ATTENDANTS.0.1,16.46,49.59,5.84,5.63,6.46,4.38,11.67
Tim_FRIENDS.Lucius,15.72,54.2,3.6,5.84,5.99,5.24,9.44
AYL_Celia,15.04,49.04,7.37,6.99,6.38,4.01,11.22
WT_Antigonus,16.74,48.63,7.96,7.28,5.97,2.2,11.25
1H4_TRAVELERS.CARRIERS,14.29,85.72,0.0,0.0,0.0,0.0,0.0
MV_SERVANTS.1,16.44,36.99,8.22,10.96,6.85,4.11,16.44
3H6_MESSENGERS.X.4,17.03,41.49,7.45,6.39,11.71,3.2,12.77
Ant_Thidias,14.76,51.37,5.2,6.56,5.2,4.1,12.85
Tro_SOLDIERS.TROJAN,10.0,40.0,10.0,10.0,20.0,10.0,0.0
JC_SERVANTS.ANTONY.1,15.94,58.17,4.79,7.57,2.4,3.59,7.57
AWW_Epilogue,14.86,56.44,5.95,1.0,7.93,1.99,11.89
R3_Blunt,14.51,49.62,3.06,9.93,5.35,6.88,10.69
TNK_COUNTRYMEN.0.3,15.91,56.54,4.6,3.19,7.07,3.89,8.84
MM_Froth,15.12,52.33,2.33,6.98,5.82,2.33,15.12
Lr_SERVANTS.0.2,14.93,56.72,5.98,5.98,8.96,4.48,2.99
1H4_Douglas,13.93,47.42,10.18,5.95,8.46,3.6,10.49
Oth_GENTLEMEN.0.1,28.58,50.0,0.0,0.0,7.15,0.0,14.29
Jn_Chatillion,12.3,50.38,7.59,8.81,5.62,3.8,11.54
Per_LORDS.PENTAPOLIS.0.1,15.06,50.54,6.46,3.23,6.46,7.53,10.76
Ant_MESSENGERS.CAESAR.2,15.91,47.73,7.58,6.82,9.1,1.52,11.37
TNK_Wooer,16.62,50.82,6.21,5.25,6.06,3.77,11.3
Mac_Lord,16.88,44.69,8.75,7.82,8.44,4.69,8.75
Mac_YoungSiward,14.5,50.73,13.05,5.8,1.45,5.8,8.7
Ant_SERVANTS.0.2,13.4,51.79,6.25,7.15,6.25,6.25,8.93
WT_SERVANTS.0,20.69,55.18,3.45,0.0,6.9,10.35,3.45
Per_Helicanus,14.05,49.69,5.17,7.03,7.2,3.78,13.12
MV_Tubal,14.13,48.03,5.65,6.78,10.17,5.65,9.61
H8_Denny,20.0,42.5,2.5,2.5,5.0,5.0,22.5
R2_Groom,12.91,48.39,6.46,4.84,8.07,5.92,13.45
AYL_LORDS.SENIOR.0.1,13.91,50.49,7.52,5.43,7.38,5.15,10.16
Per_Daughter,20.84,33.34,8.34,12.5,0.0,4.17,20.84
LLL_Princess,15.72,49.28,6.36,6.68,6.87,2.93,12.19
1H6_Bastard,13.34,49.66,6.67,6.9,6.44,5.06,11.96
Ant_GUARDS.CAESAR.0.2,11.12,55.56,5.56,5.56,5.56,5.56,11.12
1H6_Lucy,12.89,50.43,6.17,8.05,6.87,3.21,12.42
R3_Buckingham,14.19,51.17,5.77,6.04,6.91,3.63,12.32
1H4_Peto,19.11,52.87,5.1,3.83,8.29,5.1,5.74
Tit_CountryFellow,17.16,47.45,5.11,7.3,9.13,5.11,8.76
2H6_RichardIII,17.77,49.24,5.33,5.59,4.83,7.37,9.9
Tit_Publius,17.4,49.14,4.79,5.66,5.66,3.92,13.48
Oth_Herald,15.93,53.99,4.43,10.62,2.66,3.1,9.3
1H6_QueenMargaret,19.57,46.46,3.88,7.53,6.67,3.45,12.48
Rom_SERVANTS.CAPULET.X.2,14.67,50.67,5.34,5.34,10.67,1.34,12.0
TNK_Servant,13.5,57.15,9.53,2.39,5.56,3.18,8.74
3H6_MESSENGERS.2,33.34,33.34,22.23,0.0,0.0,0.0,11.12
MND_Flute,15.5,50.74,6.53,6.2,7.84,4.74,8.49
Tit_Aemilius,14.76,47.14,6.15,6.56,5.74,4.1,15.58
2H4_Chorus,17.4,48.95,7.97,6.83,6.35,2.77,9.76
R3_CITIZENS.1,17.89,46.35,10.57,3.26,9.76,3.26,8.95
Ant_SOLDIERS.ANTONY.X.1,12.58,56.29,5.39,3.6,8.39,3.6,10.18
Ant_LADIES,0.0,50.0,0.0,25.0,0.0,25.0,0.0
2H4_Peto,13.14,50.51,6.07,8.09,13.14,0.0,9.1
Oth_Brabantio,16.04,48.59,6.9,6.69,5.8,4.39,11.6
Err_Duke,14.93,50.16,8.14,6.01,6.96,4.19,9.64
H8_Porter,14.92,47.72,6.96,3.98,8.75,2.39,15.31
Tim_Timandra,18.89,46.67,10.0,4.45,8.89,3.34,7.78
2H4_HenryV,16.47,49.26,7.51,6.62,5.86,2.91,11.41
3H6_MayorOfYork,10.59,48.24,5.89,10.59,7.06,1.18,16.48
2H6_FOLLOWERS.CADE,9.45,38.59,7.09,13.39,18.12,5.52,7.88
Ado_MESSENGERS.DONPEDRO.1,23.53,47.06,5.89,2.95,2.95,0.0,17.65
TGV_Valentine,16.08,50.13,6.12,7.79,5.89,3.64,10.38
2H6_Jourdain,13.05,52.18,10.87,4.35,6.53,4.35,8.7
2H6_Iden,15.94,48.71,9.33,5.32,8.3,2.98,9.46
TNK_QUEENS.2,14.67,48.46,7.72,6.33,7.88,4.33,10.65
AYL_Orlando,16.89,47.51,7.45,6.53,6.53,3.23,11.89
MND_FAIRIES.TITANIA.1,15.21,42.99,8.48,7.31,9.07,3.81,13.16
MM_FriarThomas,11.12,56.95,2.78,4.17,5.56,1.39,18.06
AYL_LORDS.SENIOR.Amiens,14.71,50.19,8.83,4.78,8.28,4.05,9.2
Oth_Othello,15.22,50.97,6.72,6.94,6.46,3.98,9.74
JC_Antony,15.13,52.44,6.29,6.03,5.32,3.49,11.34
Tim_SENATORS.X,15.67,57.17,3.21,5.29,7.93,4.16,6.61
Per_GENTLEMEN.TYRE.0.1,0.0,33.34,16.67,0.0,16.67,0.0,33.34
LLL_Dull,15.25,55.51,7.5,3.51,5.75,3.0,9.5
Cor_Cominius,15.53,49.4,6.4,6.56,5.9,4.65,11.6
Shr_SERVANTS.LORD.0.3,15.31,57.38,4.38,3.28,3.28,2.19,14.21
R3_Vaughan,13.42,42.69,8.54,7.32,14.64,2.44,10.98
Tim_SOLDIERS.1,16.12,48.77,7.44,4.55,6.62,5.79,10.75
Tro_Calchas,15.11,52.98,3.41,7.45,6.18,3.83,11.07
2H6_CITIZENS.STALBANS.0.1,13.21,47.17,7.55,7.55,3.78,7.55,13.21
1H4_MESSENGERS.2,29.42,29.42,5.89,0.0,17.65,0.0,17.65
TNK_COUNTRYMEN.0.2,16.07,50.12,6.0,4.08,8.16,5.04,10.56
Mac_MURDERERS.2,15.19,53.41,5.76,6.81,3.15,4.72,11.0
2H4_Hastings,14.61,52.34,5.96,6.9,6.08,4.33,9.82
Ham_ATTENDANTS.0.1,7.15,60.72,7.15,7.15,0.0,3.58,14.29
Ant_SOLDIERS.ANTONY.0.1,14.29,54.43,4.77,6.13,6.13,4.09,10.21
R3_Rivers,16.31,48.92,4.96,5.56,7.49,3.75,13.05
R3_ClarencesBoy,15.14,49.56,5.05,5.94,11.87,3.57,8.91
AYL_Touchstone,16.09,50.29,6.89,6.33,6.66,3.02,10.76
2H6_QueenMargaret,15.18,49.33,6.62,6.43,7.95,3.78,10.74
1H6_Porter,60.0,40.0,0.0,0.0,0.0,0.0,0.0
Jn_QueenEleanor,14.77,49.28,8.96,5.82,6.78,2.91,11.51
MND_Snug,15.52,51.03,6.13,6.94,4.49,2.86,13.07
Lr_Albany,15.02,49.4,7.35,7.35,4.99,3.78,12.13
Tro_ATTENDANTS.GREEK,33.34,33.34,16.67,0.0,0.0,0.0,16.67
Cym_GHOSTS.BROTHERS.2,15.31,55.11,5.11,7.15,7.15,1.03,9.19
Mac_Donalbain,16.82,54.87,4.43,2.66,4.43,2.66,14.16
Shr_Lord,17.65,50.57,6.37,4.55,6.0,5.39,9.51
AYL_Rosalind,15.98,48.15,6.24,7.09,6.4,3.86,12.31
JC_Artemidorus,9.9,57.51,6.96,7.33,5.87,2.57,9.9
AWW_LORDS.COURT.4,6.9,48.28,6.9,10.35,13.8,3.45,10.35
1H4_Hotspur,15.26,51.19,6.24,6.21,7.28,4.05,9.81
Wiv_Robert,23.08,46.16,3.85,3.85,11.54,7.7,3.85
1H6_MESSENGERS.ENGLISH.2,11.89,49.51,6.94,10.9,8.92,2.98,8.92
Per_Lychorida,9.56,50.74,4.42,8.09,9.56,3.68,13.98
Tit_GOTHS.0.2,17.26,47.93,9.91,4.48,5.44,5.76,9.27
MND_Lysander,14.78,49.26,7.45,7.05,5.09,5.01,11.38
MM_SERVANTS.1,10.94,54.69,3.13,4.69,9.38,7.82,9.38
1H6_SOLDIERS.FRENCH.PUCELLE.0.1,13.16,52.64,5.27,5.27,7.9,0.0,15.79
2H4_Bullcalf,12.5,49.5,2.5,7.01,9.5,3.51,15.5
Mac_Lennox,13.62,52.83,5.74,5.94,6.81,5.06,10.02
Ham_MESSENGERS.2,19.72,43.67,12.68,5.64,4.23,4.23,9.86
MV_Arragon,18.19,51.26,5.81,6.69,5.37,3.73,8.99
WT_Jailer,21.99,49.65,4.26,4.97,5.68,2.13,11.35
Wiv_Robin,17.89,48.17,3.22,5.97,6.89,3.67,14.23
Mac_Macbeth,15.63,50.68,7.73,6.21,6.5,3.3,9.99
Tmp_Adrian,16.44,55.48,6.17,4.8,5.48,1.37,10.28
Tim_FRIENDS.0.2,19.53,49.32,5.14,5.14,4.46,3.77,12.68
MM_Mariana,19.51,50.95,5.02,5.24,5.69,4.35,9.26
Ant_MESSENGERS.ANTONY.2,25.0,37.5,6.25,6.25,0.0,6.25,18.75
H5_QueenOfFrance,15.53,46.32,7.9,7.11,8.43,2.11,12.64
Tim_SERVANTS.TIMON.2,8.7,50.0,2.18,10.87,0.0,6.53,21.74
Per_Thaliard,14.59,49.34,4.78,5.84,8.49,6.64,10.35
1H6_Exeter,15.23,48.39,6.47,7.72,6.89,3.03,12.31
Cym_Iachimo,15.58,49.98,6.02,6.51,6.69,3.54,11.7
R2_Jailer,15.19,46.84,2.54,6.33,11.4,6.33,11.4
Tro_Alexander,10.87,51.59,7.71,5.54,7.91,7.32,9.1
R2_DuchessOfYork,16.88,50.78,6.46,4.85,6.53,4.19,10.35
Per_GENTLEMEN.MYTILENE.1,8.48,44.07,10.17,16.95,5.09,3.39,11.87
2H6_MESSENGERS.Post,14.29,43.96,7.7,5.5,8.8,2.2,17.59
Jn_MESSENGERS.ENGLISH.1,14.38,49.41,6.89,8.69,5.39,1.8,13.48
MM_Boy,15.3,54.12,7.06,7.06,9.42,0.0,7.06
TNK_Herald,15.88,46.83,8.74,9.53,6.35,3.97,8.74
H5_Grey,13.0,50.29,5.65,11.87,4.52,2.26,12.43
Per_LORDS.TYRE.0.3,13.05,65.22,4.35,4.35,8.7,4.35,0.0
Rom_Petruchio,40.0,60.0,0.0,0.0,0.0,0.0,0.0
Rom_WATCHMEN.0.2,16.67,44.45,5.56,5.56,0.0,11.12,16.67
Per_Marshal,10.0,60.0,0.0,0.0,0.0,0.0,30.0
MV_LanceletGobbo,15.21,49.55,6.18,7.28,6.86,2.79,12.16
Err_DromioOfSyracuse,16.34,50.26,6.4,5.98,6.23,4.42,10.42
WT_Hermione,16.73,49.66,4.72,6.3,6.43,3.49,12.69
Ham_Polonius,15.34,50.42,6.34,6.48,6.38,3.84,11.24
LLL_Boyet,15.66,49.12,7.1,5.75,6.38,4.64,11.38
Cor_CITIZENS.ROMAN.0.3,18.52,47.84,5.56,3.71,8.03,5.25,11.12
2H6_Gloucester,15.93,49.93,6.04,6.69,7.68,3.44,10.32
Mac_SERVANTS.X.3,31.58,57.9,0.0,0.0,5.27,0.0,5.27
Ant_Dolabella,16.94,49.0,5.83,4.74,5.47,4.74,13.3
3H6_Clarence,15.86,48.17,7.41,7.17,6.92,3.55,10.96
Mac_Fleance,4.35,60.87,8.7,4.35,13.05,8.7,0.0
Tro_Paris,15.06,50.95,5.94,6.01,6.23,4.85,11.0
Ant_Ventidius,18.83,45.97,5.38,8.07,7.34,5.63,8.81
3H6_Exeter,12.46,45.67,8.31,5.29,10.95,4.91,12.46
2H4_Harcourt,12.1,45.97,9.68,8.88,8.07,0.81,14.52
Per_Gower,14.93,52.17,5.9,6.0,6.41,4.36,10.28
Cor_LORDS.VOLSCIAN.0.1,16.84,43.88,4.6,7.66,7.15,8.68,11.23
Tim_Flavius,15.69,52.51,4.43,6.16,5.45,4.1,11.7
R3_PrinceEdward,15.56,41.12,8.89,10.0,5.56,4.45,14.45
JC_Calphurnia,11.66,53.16,7.53,5.34,6.32,3.16,12.87
H5_Jamy,14.64,49.6,9.76,8.95,7.32,0.82,8.95
Mac_LadyMacbeth,15.72,50.16,7.7,5.51,7.06,3.41,10.49
Cor_MESSENGERS.TRIBUNES.2,10.94,51.02,7.29,6.08,8.1,2.84,13.77
R2_Green,13.46,50.88,6.83,7.61,5.27,5.27,10.73
2H4_Porter,12.25,51.03,6.13,4.09,6.13,6.13,14.29
2H6_MESSENGERS.X.1,17.65,50.99,1.97,0.0,9.81,3.93,15.69
2H4_Shallow,15.11,51.0,4.92,5.69,8.06,3.81,11.45
Ant_Antony,16.33,49.9,6.56,6.03,6.89,3.75,10.58
Lr_SERVANTS.0.1,14.18,51.19,3.15,8.67,4.73,5.52,12.6
AWW_GENTLEMEN.1,17.08,56.92,4.07,7.32,4.88,8.14,1.63
MM_Messenger,13.59,53.09,9.88,6.18,4.94,1.24,11.12
1H4_Blunt,12.76,53.07,7.15,5.62,6.81,3.41,11.23
R3_QueenElizabeth,15.03,49.79,7.48,5.92,7.0,4.04,10.77
MV_Solanio,16.32,50.56,7.2,6.29,6.08,3.45,10.14
3H6_MESSENGERS.X.3,17.65,39.22,5.89,7.85,15.69,1.97,11.77
Ant_MESSENGERS.CAESAR.1,14.96,50.47,5.61,7.48,3.74,5.61,12.15
Shr_Tailor,16.15,46.36,6.25,5.73,7.82,4.17,13.55
Oth_SENATORS.0.1,13.05,57.34,5.17,4.9,8.97,1.64,8.97
