filename,stop,affricate,fricative,liquid,glide,nasal
Jn_PrinceHenry,27.77,2.82,33.63,13.67,5.21,16.92
Jn_QueenEleanor,27.12,2.55,30.76,15.26,4.85,19.5
Jn_RobertFaulconbridge,25.22,3.09,35.86,10.65,5.33,19.89
Jn_Salisbury,29.96,1.51,31.89,14.53,5.29,16.85
LLL_Armado,30.4,1.49,30.09,14.94,5.81,17.31
LLL_Berowne,28.83,1.46,31.23,14.84,6.33,17.34
LLL_Boy,28.2,1.41,30.74,14.75,7.69,17.24
LLL_Boyet,28.86,1.68,31.91,14.91,5.63,17.04
LLL_Costard,27.62,1.01,30.65,14.18,6.92,19.66
LLL_Dull,29.75,1.25,30.75,13.5,7.5,17.25
LLL_Dumaine,27.78,2.1,30.07,16.29,5.5,18.29
LLL_Forester,29.27,2.44,24.4,9.76,8.54,25.61
LLL_Holofernes,29.26,1.78,31.33,13.88,5.23,18.55
LLL_Jaquenetta,30.86,1.72,30.29,13.72,9.72,13.72
LLL_Katherine,27.9,2.01,28.33,16.6,6.59,18.6
LLL_King,28.32,1.68,30.87,14.37,7.0,17.78
LLL_LORDS.0,18.19,0.0,27.28,27.28,9.1,18.19
LLL_Longaville,30.67,1.06,31.62,15.07,5.7,15.92
LLL_Marcade,21.74,0.0,32.61,13.05,4.35,28.27
LLL_Maria,27.71,1.52,30.37,16.51,6.84,17.08
LLL_Nathaniel,29.53,1.12,31.05,15.17,6.17,16.99
LLL_Princess,30.03,1.53,29.57,15.45,7.16,16.28
LLL_Rosaline,29.24,1.54,30.37,12.86,8.29,17.72
LLL_Spring,35.03,0.57,25.43,15.82,4.52,18.65
LLL_Winter,29.05,0.96,25.72,18.1,4.29,21.91
Lr_ATTENDANTS.ALBANY,33.34,0.0,38.1,14.29,3.18,11.12
Lr_ATTENDANTS.CORDELIA.1,28.11,1.64,31.7,13.73,7.19,17.65
Lr_ATTENDANTS.LEAR.0.3,28.37,2.41,24.52,12.02,7.7,25.0
Lr_ATTENDANTS.X.1,33.34,0.0,0.0,50.0,0.0,16.67
Lr_ATTENDANTS.X.2,24.45,0.0,33.34,11.12,8.89,22.23
Lr_ATTENDANTS.X.3,24.06,3.38,29.96,14.77,9.71,18.15
Lr_ATTENDANTS.X.4,29.01,1.74,33.55,12.99,4.77,17.97
Lr_Albany,28.14,1.53,33.29,14.81,6.2,16.07
Lr_Burgundy,26.82,2.9,29.72,15.22,5.08,20.29
Lr_Cordelia,28.71,1.56,30.98,14.03,5.91,18.84
Lr_Cornwall,27.98,1.89,32.17,15.32,6.02,16.65
Lr_Curan,23.95,0.71,30.29,12.68,12.68,19.72
Lr_Doctor,30.26,2.11,29.42,12.19,6.73,19.33
Lr_Edgar,30.27,1.38,31.08,14.5,4.78,18.03
Lr_Edmund,29.93,1.89,31.53,12.56,5.01,19.1
Lr_Fool,28.93,0.88,30.89,14.84,5.8,18.68
Lr_France,31.0,2.69,31.62,13.64,4.55,16.53
Lr_Gloucester,30.95,1.48,30.44,13.77,4.98,18.41
Lr_Goneril,28.32,1.57,30.89,14.47,6.34,18.44
Lr_Herald,28.58,0.0,26.99,15.08,7.94,21.43
Lr_Kent,29.15,1.64,29.74,14.95,5.49,19.06
Lr_Lear,30.03,1.67,30.45,14.28,5.77,17.83
Lr_MESSENGERS.X.1,34.11,0.78,30.63,13.57,3.11,17.83
Lr_MESSENGERS.X.2,23.53,5.89,23.53,17.65,0.0,29.42
Lr_MESSENGERS.X.3,45.46,0.0,9.1,18.19,0.0,27.28
Lr_OldMan,28.87,0.0,24.75,15.47,9.28,21.65
Lr_Oswald,29.47,1.38,30.84,13.73,3.91,20.7
Lr_Regan,28.62,1.6,31.82,13.51,6.13,18.35
Lr_SERVANTS.0.1,25.99,3.15,27.56,11.82,10.24,21.26
Lr_SERVANTS.0.2,32.84,0.0,26.87,16.42,5.98,17.92
Lr_SERVANTS.0.3,25.0,1.32,34.22,14.48,3.95,21.06
Lr_SOLDIERS.CAPTAINS.1,46.88,0.0,9.38,25.0,3.13,15.63
Lr_SOLDIERS.CAPTAINS.2,50.0,0.0,12.5,12.5,0.0,25.0
MM_Abhorson,31.99,0.81,28.35,17.01,8.1,13.77
MM_Angelo,30.58,1.67,29.59,13.76,6.15,18.28
MM_Barnardine,29.54,0.0,24.88,15.03,10.37,20.21
MM_Bawd,30.33,2.55,28.71,12.27,9.96,16.21
MM_Boy,30.59,0.0,31.77,16.48,4.71,16.48
MM_Claudio,30.91,1.42,30.11,13.68,5.66,18.25
MM_Duke,29.36,1.75,31.24,14.09,6.44,17.14
MM_Elbow,28.93,0.99,33.04,11.97,8.04,17.06
MM_Escalus,29.51,1.32,28.72,14.1,8.31,18.08
MM_FriarPeter,27.03,1.81,31.9,15.32,6.13,17.84
MM_FriarThomas,30.56,2.78,20.84,22.23,8.34,15.28
MM_Froth,29.07,0.0,24.42,12.8,5.82,27.91
MM_GENTLEMEN.1,29.58,1.22,32.02,15.86,3.97,17.38
MM_GENTLEMEN.2,32.08,2.84,33.02,13.21,5.67,13.21
MM_Isabella,31.26,2.01,30.05,13.9,5.43,17.39
MM_Juliet,28.08,2.64,28.08,16.67,3.51,21.06
MM_Justice,13.64,4.55,31.82,27.28,4.55,18.19
MM_Lucio,30.47,1.15,30.38,14.26,6.14,17.64
MM_Mariana,27.99,1.68,27.43,14.39,5.8,22.75
MM_Messenger,28.4,2.47,32.1,13.59,3.71,19.76
MM_Nun,22.49,1.56,33.34,9.31,11.63,21.71
MM_Pompey,29.16,1.48,30.33,13.15,7.36,18.56
MM_Provost,29.43,1.23,29.56,15.24,6.28,18.29
MM_SERVANTS.1,26.57,0.0,42.19,10.94,7.82,12.5
MND_Bottom,30.39,0.86,27.62,15.95,7.18,18.03
MND_Demetrius,28.83,1.2,29.65,16.08,6.22,18.04
MND_Egeus,27.63,1.79,32.63,13.73,4.82,19.43
MND_FAIRIES.TITANIA,22.65,1.89,16.99,32.08,5.67,20.76
MND_FAIRIES.TITANIA.0.1,25.75,1.99,20.3,22.78,5.95,23.27
MND_FAIRIES.TITANIA.0.2,21.1,1.57,18.75,29.69,7.04,21.88
MND_FAIRIES.TITANIA.1,28.66,0.3,31.88,16.96,5.56,16.67
MND_FAIRIES.TITANIA.Cobweb,37.5,0.0,12.5,25.0,18.75,6.25
MND_FAIRIES.TITANIA.Mote,20.0,0.0,20.0,30.0,20.0,10.0
MND_FAIRIES.TITANIA.Mustardseed,21.06,0.0,15.79,31.58,26.32,5.27
MND_FAIRIES.TITANIA.Peaseblossom,25.0,0.0,12.5,43.75,12.5,6.25
MND_Flute,30.02,0.66,32.14,14.69,5.06,17.46
MND_Helena,28.07,1.56,28.16,14.55,7.84,19.84
MND_Hermia,29.32,1.2,29.83,13.94,6.23,19.52
MND_Hippolyta,27.69,2.9,31.82,12.4,5.17,20.05
MND_Lysander,27.0,1.13,32.0,15.9,5.65,18.35
MND_Oberon,28.85,1.29,31.99,14.86,5.29,17.76
MND_Philostrate,26.82,2.24,27.1,17.88,6.43,19.56
MND_Quince,30.66,1.43,26.5,14.76,7.93,18.75
MND_RobinGoodfellow,29.06,0.78,30.06,16.36,4.36,19.41
MND_Snout,26.06,2.12,31.7,14.79,7.75,17.61
MND_Snug,24.9,1.64,29.39,19.19,4.09,20.82
MND_Starveling,28.97,0.0,35.18,9.66,4.14,22.07
MND_Theseus,27.96,1.84,30.0,14.72,5.92,19.59
MND_Titania,26.63,2.0,31.42,14.59,5.8,19.59
MV_ATTENDANTS.BASSANIO.Leonardo,29.17,0.0,33.34,8.34,8.34,20.84
MV_ATTENDANTS.PORTIA.Balthazar,35.3,0.0,17.65,5.89,11.77,29.42
MV_ATTENDANTS.PORTIA.Stephano,33.67,0.0,23.77,17.83,5.95,18.82
MV_Antonio,29.92,2.09,28.95,15.04,6.08,17.95
MV_Arragon,30.13,3.29,29.03,13.59,5.48,18.52
MV_Bassanio,28.94,1.66,29.72,14.14,6.54,19.02
MV_Duke,29.79,2.02,29.89,13.85,5.14,19.35
MV_Gratiano,29.35,2.13,28.82,14.74,6.68,18.3
MV_Jessica,27.1,1.58,31.59,14.55,6.24,18.96
MV_LanceletGobbo,26.0,1.72,30.34,15.17,6.25,20.55
MV_Lorenzo,27.46,2.23,30.45,14.77,6.73,18.39
MV_MUSICIANS,31.12,1.12,22.23,23.34,3.34,18.89
MV_Messenger,27.82,1.33,33.12,14.57,5.97,17.22
MV_Morocco,28.37,2.2,32.5,14.45,4.87,17.65
MV_Nerissa,28.51,2.07,30.89,13.41,7.97,17.17
MV_OldGobbo,28.15,1.8,28.95,14.18,7.99,18.97
MV_Portia,28.6,1.98,31.0,14.02,6.18,18.25
MV_SERVANTS.1,23.29,1.37,35.62,17.81,4.11,17.81
MV_SERVANTS.2,30.31,3.04,33.34,3.04,6.07,24.25
MV_Salarino,29.39,1.95,31.03,12.71,5.77,19.18
MV_Salerio,31.33,2.88,28.74,12.65,4.32,20.12
MV_Shylock,29.71,2.18,29.31,13.19,6.27,19.37
MV_Solanio,30.81,2.84,29.59,13.58,4.97,18.24
MV_Tubal,31.64,1.7,29.38,9.61,5.09,22.6
Mac_ATTENDANTS,38.47,5.13,20.52,15.39,5.13,15.39
Mac_Angus,27.02,1.76,32.99,14.39,4.92,18.95
Mac_Banquo,32.08,1.24,29.25,14.39,5.79,17.28
Mac_Caithness,28.79,2.28,31.82,16.67,7.58,12.88
Mac_Doctor1,28.21,3.85,38.47,15.39,1.29,12.83
Mac_Doctor2,30.19,2.06,30.71,13.9,6.18,16.99
Mac_Donalbain,30.09,0.89,27.44,18.59,7.08,15.93
Mac_Duncan,27.93,0.85,33.41,13.07,5.27,19.5
Mac_Fleance,39.14,0.0,34.79,8.7,0.0,17.4
Mac_Gentlewoman,32.07,1.17,33.53,10.5,5.54,17.21
Mac_Hecate,28.89,1.4,27.89,17.53,4.79,19.53
Mac_LadyMacbeth,31.46,1.61,29.19,13.2,6.51,18.07
Mac_LadyMacduff,24.48,0.95,34.92,13.1,8.73,17.84
Mac_Lennox,29.87,1.76,31.33,14.21,5.55,17.32
Mac_Lord,29.07,1.57,35.63,12.82,4.69,16.25
Mac_MESSENGERS.1,26.67,1.34,36.0,13.34,4.0,18.67
Mac_MESSENGERS.2,27.28,3.04,24.25,15.16,12.13,18.19
Mac_MESSENGERS.3,32.0,2.0,24.0,15.0,8.0,19.0
Mac_MURDERERS.0.1,25.93,3.71,25.93,18.52,18.52,7.41
Mac_MURDERERS.1,29.27,3.49,29.97,13.25,7.67,16.38
Mac_MURDERERS.2,28.28,1.05,32.99,17.28,7.33,13.09
Mac_MURDERERS.3,31.71,0.0,32.93,17.08,4.88,13.42
Mac_Macbeth,30.13,1.62,30.76,14.02,5.47,18.03
Mac_Macduff,30.47,1.34,29.66,14.83,4.74,18.99
Mac_MacduffsSon,28.51,0.0,31.58,13.16,8.34,18.43
Mac_Malcolm,29.51,1.67,30.52,14.2,5.59,18.54
Mac_Menteith,31.76,0.0,27.71,15.55,4.06,20.95
Mac_OldMan,31.79,2.65,31.13,11.26,5.97,17.22
Mac_Porter,31.14,0.36,32.03,12.46,3.21,20.82
Mac_Ross,29.29,1.47,30.38,14.16,6.43,18.3
Mac_SERVANTS.X.2,33.34,0.0,26.67,26.67,6.67,6.67
Mac_SERVANTS.X.3,42.11,0.0,5.27,10.53,5.27,36.85
Mac_SERVANTS.X.4,14.82,3.71,48.15,18.52,3.71,11.12
Mac_SOLDIERS.Captain,29.8,2.24,31.29,15.46,4.29,16.95
Mac_SOLDIERS.MALCOLM,36.37,0.0,27.28,18.19,0.0,18.19
Mac_SOLDIERS.MALCOLM.0.1,41.18,0.0,23.53,17.65,0.0,17.65
Mac_SPIRITS.1,31.43,0.0,34.29,5.72,5.72,22.86
Mac_SPIRITS.2,33.34,0.0,22.81,17.55,1.76,24.57
Mac_SPIRITS.3,34.43,1.64,26.23,18.04,4.92,14.76
Mac_Seyton,34.33,1.5,19.41,19.41,10.45,14.93
Mac_Siward,31.5,1.25,32.75,13.5,7.5,13.5
Mac_WITCHES.1,33.26,0.93,28.66,16.46,3.0,17.73
Mac_WITCHES.2,35.36,0.66,26.25,16.27,3.04,18.44
Mac_WITCHES.3,36.41,0.44,27.2,17.55,1.98,16.45
Mac_YoungSiward,21.74,0.0,31.89,18.85,2.9,24.64
Oth_Bianca,31.33,0.76,28.33,11.28,10.28,18.05
Oth_Brabantio,30.05,1.94,32.29,13.8,5.02,16.93
Oth_Cassio,30.37,1.52,30.22,13.02,4.77,20.13
Oth_Clown,24.26,1.99,30.45,15.85,8.17,19.31
Oth_Desdemona,28.66,1.46,28.6,14.92,6.3,20.09
Oth_Duke,28.9,1.86,30.86,13.94,6.3,18.17
Oth_Emilia,29.36,1.7,31.29,14.38,5.95,17.34
Oth_GENTLEMEN,28.58,0.0,14.29,28.58,14.29,14.29
Oth_GENTLEMEN.0.1,28.58,0.0,7.15,21.43,28.58,14.29
Oth_GENTLEMEN.1,25.0,0.0,33.34,12.5,0.0,29.17
Oth_GENTLEMEN.2,31.08,3.39,32.21,14.13,3.39,15.82
Oth_GENTLEMEN.3,29.52,0.45,35.25,16.75,2.21,15.86
Oth_Gratiano,28.29,1.35,34.69,12.13,7.75,15.83
Oth_Herald,26.11,2.22,34.96,16.82,1.33,18.59
Oth_Iago,29.28,1.66,30.33,13.98,6.25,18.53
Oth_Lodovico,28.83,1.61,33.54,13.82,4.41,17.82
Oth_MESSENGERS.X.1,28.58,0.0,31.43,17.86,7.86,14.29
Oth_MESSENGERS.X.2,35.49,0.0,29.04,16.13,0.0,19.36
Oth_MUSICIANS.0.1,9.1,3.04,39.4,18.19,15.16,15.16
Oth_Montano,29.29,1.97,31.25,14.51,4.84,18.17
Oth_OFFICERS,24.33,0.0,32.44,18.92,5.41,18.92
Oth_OFFICERS.0.1,18.19,1.82,34.55,20.0,3.64,21.82
Oth_Othello,30.74,1.52,31.41,12.77,5.58,18.02
Oth_Roderigo,29.01,1.25,30.25,12.93,6.83,19.76
Oth_SENATORS,0.0,0.0,37.5,50.0,12.5,0.0
Oth_SENATORS.0.1,33.16,2.18,29.62,12.23,5.71,17.12
Oth_SENATORS.0.2,32.56,2.33,29.07,13.96,4.66,17.45
Oth_Sailor,36.96,2.18,30.44,15.22,8.7,6.53
Per_Antiochus,29.63,2.06,31.9,15.03,5.05,16.36
Per_Bawd,27.98,1.4,30.44,12.83,9.91,17.48
Per_Bolt,28.88,1.41,31.77,12.55,8.01,17.41
Per_CITIZENS.TARSUS,39.14,0.0,21.74,21.74,13.05,4.35
Per_Cerimon,31.05,2.07,30.13,13.92,6.14,16.71
Per_Cleon,29.31,2.26,31.87,15.27,5.56,15.76
Per_Daughter,25.0,0.0,41.67,16.67,12.5,4.17
Per_Diana,31.3,0.0,27.49,17.56,3.82,19.85
Per_Dionyza,31.95,1.68,28.04,14.22,7.51,16.62
Per_FISHERMEN.1,29.83,1.61,29.83,16.08,6.43,16.25
Per_FISHERMEN.2,30.68,0.52,29.39,14.95,6.71,17.79
Per_FISHERMEN.3,30.83,1.88,36.47,9.4,4.89,16.55
Per_GENTLEMEN.EPHESUS.1,32.44,2.71,29.19,14.06,4.87,16.76
Per_GENTLEMEN.EPHESUS.2,28.58,3.3,26.38,21.43,5.5,14.84
Per_GENTLEMEN.MYTILENE.1,32.21,5.09,35.6,11.87,3.39,11.87
Per_GENTLEMEN.MYTILENE.2,16.33,2.05,36.74,14.29,2.05,28.58
Per_GENTLEMEN.TYRE.0.1,33.34,0.0,16.67,33.34,16.67,0.0
Per_Gower,30.29,1.75,31.15,13.74,5.22,17.89
Per_Helicanus,29.31,1.51,29.49,16.26,6.97,16.49
Per_KNIGHTS,27.28,3.04,24.25,18.19,9.1,18.19
Per_KNIGHTS.0.1,29.55,2.28,25.0,18.19,5.69,19.32
Per_KNIGHTS.0.2,31.25,2.09,22.92,16.67,8.34,18.75
Per_KNIGHTS.0.3,29.17,2.09,25.0,20.84,10.42,12.5
Per_LORDS.MYTILENE.0.1,20.84,4.17,33.34,0.0,20.84,20.84
Per_LORDS.PENTAPOLIS.0.1,30.11,2.16,33.34,11.83,3.23,19.36
Per_LORDS.PENTAPOLIS.0.2,23.34,6.67,23.34,20.0,3.34,23.34
Per_LORDS.PENTAPOLIS.0.3,40.63,0.0,31.25,12.5,0.0,15.63
Per_LORDS.TARSUS.1,28.09,0.0,35.96,19.11,3.38,13.49
Per_LORDS.TYRE,20.0,0.0,20.0,40.0,0.0,20.0
Per_LORDS.TYRE.0.1,26.44,0.39,31.81,18.78,5.75,16.86
Per_LORDS.TYRE.0.2,32.63,0.0,27.66,16.32,4.26,19.15
Per_LORDS.TYRE.0.3,43.48,0.0,21.74,13.05,4.35,17.4
Per_LORDS.TYRE.Escanes,25.0,6.25,31.25,25.0,6.25,6.25
Per_Leonine,29.97,0.75,31.47,16.11,7.5,14.24
Per_Lychorida,30.15,2.21,33.83,15.45,5.15,13.24
Per_Lysimachus,28.97,1.52,31.32,14.86,7.21,16.15
Per_MESSENGERS.ANTIOCH.1,25.0,0.0,25.0,33.34,0.0,16.67
Per_Marina,31.39,1.13,27.28,12.99,7.71,19.53
Per_Marshal,20.0,0.0,30.0,20.0,20.0,10.0
Per_PIRATES.0.1,38.47,0.0,23.08,15.39,7.7,15.39
Per_PIRATES.0.2,33.34,0.0,33.34,33.34,0.0,0.0
Per_PIRATES.0.3,33.34,0.0,33.34,16.67,0.0,16.67
Per_Pander,30.44,1.54,29.93,14.84,6.91,16.37
Per_Pericles,29.53,1.65,30.52,14.67,5.49,18.17
Per_Philemon,37.5,0.0,12.5,37.5,0.0,12.5
Per_SAILORS.1,33.82,0.72,28.78,17.99,8.64,10.08
Per_SAILORS.2,32.26,3.23,29.04,14.52,4.84,16.13
Per_SAILORS.MYTILENE.1,15.0,0.0,40.0,10.0,15.0,20.0
Per_SAILORS.TYRE.1,23.62,2.78,29.17,23.62,6.95,13.89
Per_SERVANTS.CERIMON.0.1,26.93,3.85,44.24,11.54,1.93,11.54
Per_SUPPLIANTS.1,26.93,3.85,23.08,11.54,3.85,30.77
Per_Simonides,28.48,1.65,30.32,15.3,7.61,16.67
Per_Thaisa,30.07,1.8,30.37,12.99,5.5,19.29
Per_Thaliard,28.39,1.07,31.57,14.33,4.25,20.43
R2_AbbotOfWestminster,28.68,0.74,27.21,21.33,5.89,16.18
R2_Aumerle,28.26,1.69,29.1,15.55,5.06,20.37
R2_Bagot,25.98,1.8,31.65,15.83,5.38,19.41
R2_Berkeley,30.83,2.26,21.81,15.79,8.28,21.06
R2_BishopOfCarlisle,32.46,2.26,28.99,15.67,4.32,16.33
R2_Bushy,30.25,2.75,27.32,15.64,7.05,17.02
R2_DuchessOfGloucester,30.08,1.32,30.63,15.59,4.94,17.46
R2_DuchessOfYork,33.46,1.4,27.3,14.24,4.77,18.86
R2_Exton,31.73,0.61,31.73,15.71,4.54,15.71
R2_Fitzwater,30.63,1.09,33.88,13.01,5.43,15.99
R2_Gardener,31.44,1.7,30.1,15.9,5.95,14.93
R2_Gaunt,28.72,1.74,32.89,13.53,4.01,19.14
R2_Green,25.93,1.56,34.12,16.57,5.85,15.99
R2_Groom,29.57,0.54,29.57,18.28,4.84,17.21
R2_HERALDS.1,35.24,0.0,33.34,13.34,0.96,17.15
R2_HERALDS.2,37.04,0.93,27.78,13.89,0.93,19.45
R2_HenryIV,29.25,1.68,29.21,15.92,4.73,19.24
R2_Hotspur,31.0,1.61,30.41,15.79,3.66,17.55
R2_Jailer,30.38,0.0,25.32,26.59,2.54,15.19
R2_LADIES.0.1,37.04,0.0,11.12,14.82,11.12,25.93
R2_LORDS.1,20.9,2.99,35.83,16.42,2.99,20.9
R2_LordMarshal,32.36,0.74,31.13,15.2,3.44,17.16
R2_Mowbray,31.41,2.24,27.12,15.73,3.41,20.11
R2_Northumberland,29.84,1.6,30.46,15.92,5.41,16.8
R2_Queen,31.39,1.36,30.57,12.69,5.31,18.71
R2_RichardII,29.34,1.44,30.25,14.79,5.34,18.88
R2_Ross,30.71,1.41,32.68,16.06,4.51,14.65
R2_SERVANTS.EXTON.0.1,23.08,0.0,53.85,7.7,15.39,0.0
R2_SERVANTS.GARDENER.1,31.43,1.43,30.0,15.72,6.43,15.0
R2_SERVANTS.YORK.1,38.24,1.48,20.59,22.06,5.89,11.77
R2_Salisbury,31.84,1.29,30.87,15.12,3.86,17.05
R2_Scroop,27.95,2.19,31.32,16.0,5.06,17.51
R2_Surrey,26.87,2.24,33.59,17.92,2.99,16.42
R2_WelshCaptain,27.87,2.87,28.28,18.04,6.15,16.81
R2_Willoughby,37.63,0.0,26.74,13.87,2.98,18.82
R2_York,29.33,1.54,30.75,14.27,5.26,18.88
R3_ATTENDANTS.0.1,33.34,2.47,20.99,12.35,3.71,27.17
R3_ATTENDANTS.RICHMOND,33.34,11.12,0.0,22.23,0.0,33.34
R3_ATTENDANTS.RICHMOND.0.1,29.04,3.23,25.81,22.59,3.23,16.13
R3_Archbishop,34.9,0.68,22.15,20.14,6.05,16.11
R3_BISHOPS,0.0,0.0,0.0,0.0,0.0,100.0
R3_BishopOfEly,25.0,2.09,31.25,18.75,5.21,17.71
R3_Blunt,25.2,3.06,30.54,17.56,5.35,18.33
R3_Brakenbury,28.17,2.19,28.61,16.6,5.03,19.44
R3_Buckingham,30.18,1.57,28.39,16.29,5.82,17.78
R3_CITIZENS,0.0,0.0,0.0,0.0,0.0,100.0
R3_CITIZENS.1,29.27,0.0,34.96,10.57,8.95,16.27
R3_CITIZENS.2,24.25,1.02,31.32,19.7,5.56,18.19
R3_CITIZENS.3,32.91,1.73,29.25,14.2,5.38,16.56
R3_Cardinal,29.73,2.03,25.68,16.9,6.76,18.92
R3_Catesby,28.56,1.37,28.11,18.55,5.35,18.09
R3_Clarence,31.21,1.68,30.27,14.24,5.31,17.32
R3_ClarencesBoy,34.13,1.19,24.34,14.84,7.13,18.4
R3_ClarencesDaughter,28.45,0.0,28.45,21.11,10.1,11.93
R3_Dorset,29.62,3.85,26.54,17.7,6.54,15.77
R3_DuchessOfYork,30.41,1.49,30.6,14.15,5.26,18.12
R3_EdwardIV,30.13,0.69,29.94,14.68,5.93,18.66
R3_EdwardV,30.45,2.6,27.08,16.84,5.96,17.1
R3_GENTLEMEN.0.1,41.94,0.0,16.13,22.59,3.23,16.13
R3_Grey,31.77,1.45,28.52,14.08,6.5,17.69
R3_Hastings,30.56,0.94,29.59,15.31,5.07,18.56
R3_HenryVI,33.97,0.95,33.02,13.21,2.84,16.04
R3_HenryVII,30.0,1.97,27.95,15.87,4.84,19.4
R3_Herbert,42.11,0.0,26.32,10.53,5.27,15.79
R3_Jailer,30.18,0.87,25.0,22.42,10.35,11.21
R3_LadyAnne,30.12,1.88,31.48,14.53,5.54,16.49
R3_Lovell,41.18,3.93,31.38,7.85,0.0,15.69
R3_MESSENGERS.1,26.48,0.0,29.42,19.12,4.42,20.59
R3_MESSENGERS.2,31.12,2.23,22.23,22.23,0.0,22.23
R3_MESSENGERS.3,27.89,1.93,28.85,14.43,4.81,22.12
R3_MESSENGERS.4,31.0,1.17,30.41,13.46,2.93,21.06
R3_MESSENGERS.X.1,28.13,0.79,26.57,19.54,3.91,21.1
R3_MESSENGERS.X.2,28.08,0.88,32.02,16.67,6.58,15.79
R3_MESSENGERS.X.3,41.67,0.0,16.67,16.67,0.0,25.0
R3_MURDERERS.1,30.47,0.51,30.73,13.41,7.97,16.95
R3_MURDERERS.2,32.06,1.68,27.88,12.68,6.34,19.38
R3_MayorOfLondon,32.93,0.83,30.46,16.05,7.41,12.35
R3_Norfolk,26.62,2.16,26.62,20.87,2.88,20.87
R3_Oxford,28.13,0.0,40.63,3.13,0.0,28.13
R3_PrinceEdward,23.34,4.45,34.45,16.67,1.12,20.0
R3_Pursuivant,45.95,0.0,18.92,13.52,8.11,13.52
R3_QueenElizabeth,30.32,1.69,29.86,15.39,5.29,17.48
R3_QueenMargaret,30.44,1.87,30.32,14.15,5.78,17.46
R3_Ratcliffe,32.72,1.85,26.27,17.98,3.0,18.21
R3_RichardIII,30.37,1.59,28.77,14.98,5.57,18.76
R3_Rivers,30.92,2.3,27.42,16.43,5.92,17.03
R3_Scrivener,32.45,0.89,32.0,14.23,5.78,14.67
R3_Sheriff,38.89,0.0,22.23,22.23,0.0,16.67
R3_SirChristopher,35.9,1.71,21.37,15.39,7.7,17.95
R3_SirJohn,29.17,0.0,4.17,29.17,16.67,20.84
R3_Stanley,28.86,2.33,28.74,16.25,5.83,18.03
R3_Surrey,27.78,0.0,27.78,16.67,0.0,27.78
R3_Tyrrel,31.04,2.88,29.12,15.71,4.41,16.86
R3_Vaughan,28.05,1.22,26.83,17.08,8.54,18.3
R3_York,34.14,1.27,25.96,14.67,5.93,18.06
Rom_Apothecary,35.85,1.89,26.42,11.33,7.55,16.99
Rom_Benvolio,31.47,0.8,29.67,15.34,5.51,17.24
Rom_CITIZENS,37.15,0.0,28.58,11.43,5.72,17.15
Rom_CITIZENS.0.1,31.25,5.0,25.0,12.5,8.75,17.5
Rom_Capulet,30.34,2.09,27.58,14.85,6.75,18.42
Rom_Chorus,26.48,3.29,32.61,16.85,4.6,16.2
Rom_Cousin,22.59,0.0,45.17,16.13,3.23,12.91
Rom_FriarJohn,30.53,1.58,34.22,12.11,3.69,17.9
Rom_FriarLawrence,29.8,1.86,30.3,14.88,4.41,18.78
Rom_Juliet,30.1,1.4,29.3,14.57,5.3,19.36
Rom_LadyCapulet,27.63,2.54,30.34,15.69,6.22,17.62
Rom_LadyMontague,30.24,0.0,32.56,13.96,9.31,13.96
Rom_MUSICIANS.0.1,30.77,0.0,29.81,7.7,11.54,20.2
Rom_MUSICIANS.0.2,29.58,1.41,26.77,15.5,8.46,18.31
Rom_MUSICIANS.0.3,33.34,0.0,33.34,0.0,11.12,22.23
Rom_Mercutio,28.25,1.72,31.31,14.72,5.45,18.58
Rom_Montague,28.64,1.12,32.48,14.24,5.44,18.08
Rom_Nurse,31.34,1.42,27.3,14.49,7.55,17.94
Rom_Paris,30.07,1.9,31.17,13.89,6.0,16.99
Rom_Petruchio,60.0,0.0,0.0,20.0,20.0,0.0
Rom_PrinceEscalus,26.7,1.52,32.06,16.52,6.52,16.7
Rom_Romeo,29.36,1.72,31.33,14.42,4.61,18.58
Rom_SERVANTS.CAPULET.0,25.0,0.0,25.0,0.0,0.0,50.0
Rom_SERVANTS.CAPULET.0.1,32.15,1.79,30.81,16.52,3.58,15.18
Rom_SERVANTS.CAPULET.0.2,27.95,0.0,29.42,14.71,5.89,22.06
Rom_SERVANTS.CAPULET.0.3,42.86,0.0,17.15,22.86,5.72,11.43
Rom_SERVANTS.CAPULET.Gregory,29.8,0.0,33.88,14.7,7.35,14.29
Rom_SERVANTS.CAPULET.Peter,22.36,0.24,30.36,13.65,12.71,20.71
Rom_SERVANTS.CAPULET.Sampson,27.59,0.25,30.55,14.78,9.12,17.74
Rom_SERVANTS.CAPULET.X.1,30.12,0.39,30.89,12.36,6.95,19.31
Rom_SERVANTS.CAPULET.X.2,34.67,1.34,28.01,12.0,5.34,18.67
Rom_SERVANTS.MONTAGUE.Abram,32.36,0.0,23.53,14.71,17.65,11.77
Rom_SERVANTS.MONTAGUE.Balthasar,28.8,0.91,28.8,14.06,4.54,22.91
Rom_SERVANTS.PARIS.1,29.58,4.23,25.36,16.2,7.75,16.91
Rom_Tybalt,28.02,1.03,31.29,13.3,6.55,19.84
Rom_WATCHMEN.0.1,29.89,2.69,29.51,15.71,4.99,17.25
Rom_WATCHMEN.0.2,11.12,11.12,27.78,11.12,11.12,27.78
Rom_WATCHMEN.0.3,22.23,0.0,46.67,8.89,6.67,15.56
Shr_Baptista,29.79,1.36,27.91,13.19,8.59,19.19
